WEEK;DATE;HOME;AWAY;FTHG;FTAG;DIFF
4;22/09/2024;Stuttgart;Dortmund;5;1;4
4;22/09/2024;St. Pauli;RB Leipzig;0;0;0
5;27/09/2024;Dortmund;Bochum;4;2;2
5;28/09/2024;Mainz 05;Heidenheim;0;2;-2
5;28/09/2024;Freiburg;St. Pauli;0;3;-3
5;28/09/2024;RB Leipzig;Augsburg;4;0;4
5;28/09/2024;Gladbach;Union Berlin;1;0;1
5;28/09/2024;Wolfsburg;Stuttgart;2;2;0
5;28/09/2024;Bayern Munich;Leverkusen;1;1;0
5;29/09/2024;Holstein Kiel;Eint Frankfurt;2;4;-2
5;29/09/2024;Hoffenheim;Werder Bremen;3;4;-1
6;04/10/2024;Augsburg;Gladbach;2;1;1
6;05/10/2024;Bochum;Wolfsburg;1;3;-2
6;05/10/2024;Union Berlin;Dortmund;2;1;1
6;05/10/2024;Werder Bremen;Freiburg;0;1;-1
6;05/10/2024;Leverkusen;Holstein Kiel;2;2;0
6;05/10/2024;St. Pauli;Mainz 05;0;3;-3
6;06/10/2024;Heidenheim;RB Leipzig;0;1;-1
6;06/10/2024;Eint Frankfurt;Bayern Munich;3;3;0
6;06/10/2024;Stuttgart;Hoffenheim;1;1;0
7;18/10/2024;Dortmund;St. Pauli;2;1;1
7;19/10/2024;Leverkusen;Eint Frankfurt;2;1;1
7;19/10/2024;Mainz 05;RB Leipzig;0;2;-2
7;19/10/2024;Freiburg;Augsburg;3;1;2
7;19/10/2024;Hoffenheim;Bochum;3;1;2
7;19/10/2024;Gladbach;Heidenheim;3;2;1
7;19/10/2024;Bayern Munich;Stuttgart;4;0;4
7;20/10/2024;Holstein Kiel;Union Berlin;0;2;-2
7;20/10/2024;Wolfsburg;Werder Bremen;2;4;-2
8;25/10/2024;Mainz 05;Gladbach;1;1;0
8;26/10/2024;St. Pauli;Wolfsburg;0;0;0
8;26/10/2024;Stuttgart;Holstein Kiel;2;1;1
8;26/10/2024;Augsburg;Dortmund;2;1;1
8;26/10/2024;RB Leipzig;Freiburg;3;1;2
8;26/10/2024;Werder Bremen;Leverkusen;2;2;0
8;27/10/2024;Bochum;Bayern Munich;0;5;-5
8;27/10/2024;Union Berlin;Eint Frankfurt;1;1;0
8;27/10/2024;Heidenheim;Hoffenheim;0;0;0
9;01/11/2024;Leverkusen;Stuttgart;0;0;0
9;02/11/2024;Wolfsburg;Augsburg;1;1;0
9;02/11/2024;Bayern Munich;Union Berlin;3;0;3
9;02/11/2024;Eint Frankfurt;Bochum;7;2;5
9;02/11/2024;Holstein Kiel;Heidenheim;1;0;1
9;02/11/2024;Hoffenheim;St. Pauli;0;2;-2
9;02/11/2024;Dortmund;RB Leipzig;2;1;1
9;03/11/2024;Freiburg;Mainz 05;0;0;0
9;03/11/2024;Gladbach;Werder Bremen;4;1;3
10;08/11/2024;Union Berlin;Freiburg;0;0;0
10;09/11/2024;Bochum;Leverkusen;1;1;0
10;09/11/2024;Werder Bremen;Holstein Kiel;2;1;1
10;09/11/2024;Mainz 05;Dortmund;3;1;2
10;09/11/2024;St. Pauli;Bayern Munich;0;1;-1
10;09/11/2024;RB Leipzig;Gladbach;0;0;0
10;10/11/2024;Augsburg;Hoffenheim;0;0;0
10;10/11/2024;Stuttgart;Eint Frankfurt;2;3;-1
10;10/11/2024;Heidenheim;Wolfsburg;1;3;-2
11;22/11/2024;Bayern Munich;Augsburg;3;0;3
11;23/11/2024;Wolfsburg;Union Berlin;1;0;1
11;23/11/2024;Leverkusen;Heidenheim;5;2;3
11;23/11/2024;Hoffenheim;RB Leipzig;4;3;1
11;23/11/2024;Stuttgart;Bochum;2;0;2
11;23/11/2024;Dortmund;Freiburg;4;0;4
11;23/11/2024;Eint Frankfurt;Werder Bremen;1;0;1
11;24/11/2024;Holstein Kiel;Mainz 05;0;3;-3
11;24/11/2024;Gladbach;St. Pauli;2;0;2
12;29/11/2024;St. Pauli;Holstein Kiel;3;1;2
12;30/11/2024;RB Leipzig;Wolfsburg;1;5;-4
12;30/11/2024;Freiburg;Gladbach;3;1;2
12;30/11/2024;Union Berlin;Leverkusen;1;2;-1
12;30/11/2024;Werder Bremen;Stuttgart;2;2;0
12;30/11/2024;Augsburg;Bochum;1;0;1
12;30/11/2024;Dortmund;Bayern Munich;1;1;0
12;01/12/2024;Mainz 05;Hoffenheim;2;0;2
12;01/12/2024;Heidenheim;Eint Frankfurt;0;4;-4
13;06/12/2024;Stuttgart;Union Berlin;3;2;1
13;07/12/2024;Bochum;Werder Bremen;0;1;-1
13;07/12/2024;Holstein Kiel;RB Leipzig;0;2;-2
13;07/12/2024;Leverkusen;St. Pauli;2;1;1
13;07/12/2024;Eint Frankfurt;Augsburg;2;2;0
13;07/12/2024;Bayern Munich;Heidenheim;4;2;2
13;07/12/2024;Gladbach;Dortmund;1;1;0
13;08/12/2024;Wolfsburg;Mainz 05;4;3;1
13;08/12/2024;Hoffenheim;Freiburg;1;1;0
14;13/12/2024;Freiburg;Wolfsburg;3;2;1
14;14/12/2024;Augsburg;Leverkusen;0;2;-2
14;14/12/2024;Mainz 05;Bayern Munich;2;1;1
14;14/12/2024;Union Berlin;Bochum;0;2;-2
14;14/12/2024;Gladbach;Holstein Kiel;4;1;3
14;14/12/2024;St. Pauli;Werder Bremen;0;2;-2
14;15/12/2024;Heidenheim;Stuttgart;1;3;-2
14;15/12/2024;Dortmund;Hoffenheim;1;1;0
14;15/12/2024;RB Leipzig;Eint Frankfurt;2;1;1
15;20/12/2024;Bayern Munich;RB Leipzig;5;1;4
15;21/12/2024;Werder Bremen;Union Berlin;4;1;3
15;21/12/2024;Eint Frankfurt;Mainz 05;1;3;-2
15;21/12/2024;Stuttgart;St. Pauli;0;1;-1
15;21/12/2024;Hoffenheim;Gladbach;1;2;-1
15;21/12/2024;Holstein Kiel;Augsburg;5;1;4
15;21/12/2024;Leverkusen;Freiburg;5;1;4
15;22/12/2024;Bochum;Heidenheim;2;0;2
15;22/12/2024;Wolfsburg;Dortmund;1;3;-2
16;10/01/2025;Dortmund;Leverkusen;2;3;-1
16;11/01/2025;Mainz 05;Bochum;2;0;2
16;11/01/2025;St. Pauli;Eint Frankfurt;0;1;-1
16;11/01/2025;Heidenheim;Union Berlin;2;0;2
16;11/01/2025;Freiburg;Holstein Kiel;3;2;1
16;11/01/2025;Hoffenheim;Wolfsburg;0;1;-1
16;11/01/2025;Gladbach;Bayern Munich;0;1;-1
16;12/01/2025;RB Leipzig;Werder Bremen;4;2;2
16;12/01/2025;Augsburg;Stuttgart;0;1;-1
17;14/01/2025;Holstein Kiel;Dortmund;4;2;2
17;14/01/2025;Wolfsburg;Gladbach;5;1;4
17;14/01/2025;Leverkusen;Mainz 05;1;0;1
17;14/01/2025;Eint Frankfurt;Freiburg;4;1;3
17;15/01/2025;Bochum;St. Pauli;1;0;1
17;15/01/2025;Union Berlin;Augsburg;0;2;-2
17;15/01/2025;Stuttgart;RB Leipzig;2;1;1
17;15/01/2025;Werder Bremen;Heidenheim;3;3;0
17;15/01/2025;Bayern Munich;Hoffenheim;5;0;5
18;17/01/2025;Eint Frankfurt;Dortmund;2;0;2
18;18/01/2025;Stuttgart;Freiburg;4;0;4
18;18/01/2025;Bochum;RB Leipzig;3;3;0
18;18/01/2025;Bayern Munich;Wolfsburg;3;2;1
18;18/01/2025;Holstein Kiel;Hoffenheim;1;3;-2
18;18/01/2025;Heidenheim;St. Pauli;0;2;-2
18;18/01/2025;Leverkusen;Gladbach;3;1;2
18;19/01/2025;Union Berlin;Mainz 05;2;1;1
18;19/01/2025;Werder Bremen;Augsburg;0;2;-2
19;24/01/2025;Wolfsburg;Holstein Kiel;2;2;0
19;25/01/2025;Mainz 05;Stuttgart;2;0;2
19;25/01/2025;RB Leipzig;Leverkusen;2;2;0
19;25/01/2025;Freiburg;Bayern Munich;1;2;-1
19;25/01/2025;Augsburg;Heidenheim;2;1;1
19;25/01/2025;Dortmund;Werder Bremen;2;2;0
19;25/01/2025;Gladbach;Bochum;3;0;3
19;26/01/2025;Hoffenheim;Eint Frankfurt;2;2;0
19;26/01/2025;St. Pauli;Union Berlin;3;0;3
20;31/01/2025;Werder Bremen;Mainz 05;1;0;1
20;01/02/2025;St. Pauli;Augsburg;1;1;0
20;01/02/2025;Bochum;Freiburg;0;1;-1
20;01/02/2025;Heidenheim;Dortmund;1;2;-1
20;01/02/2025;Stuttgart;Gladbach;1;2;-1
20;01/02/2025;Bayern Munich;Holstein Kiel;4;3;1
20;01/02/2025;Union Berlin;RB Leipzig;0;0;0
20;02/02/2025;Eint Frankfurt;Wolfsburg;1;1;0
20;02/02/2025;Leverkusen;Hoffenheim;3;1;2
21;07/02/2025;Bayern Munich;Werder Bremen;3;0;3
21;08/02/2025;Wolfsburg;Leverkusen;0;0;0
21;08/02/2025;Hoffenheim;Union Berlin;0;4;-4
21;08/02/2025;Dortmund;Stuttgart;1;2;-1
21;08/02/2025;Freiburg;Heidenheim;1;0;1
21;08/02/2025;Mainz 05;Augsburg;0;0;0
21;08/02/2025;Gladbach;Eint Frankfurt;1;1;0
21;09/02/2025;Holstein Kiel;Bochum;2;2;0
21;09/02/2025;RB Leipzig;St. Pauli;2;0;2
22;14/02/2025;Augsburg;RB Leipzig;0;0;0
22;15/02/2025;Union Berlin;Gladbach;1;2;-1
22;15/02/2025;Stuttgart;Wolfsburg;1;2;-1
22;15/02/2025;Bochum;Dortmund;2;0;2
22;15/02/2025;St. Pauli;Freiburg;0;1;-1
22;15/02/2025;Leverkusen;Bayern Munich;0;0;0
22;16/02/2025;Werder Bremen;Hoffenheim;1;3;-2
22;16/02/2025;Eint Frankfurt;Holstein Kiel;3;1;2
22;16/02/2025;Heidenheim;Mainz 05;0;2;-2
23;21/02/2025;Freiburg;Werder Bremen;5;0;5
23;22/02/2025;Holstein Kiel;Leverkusen;0;2;-2
23;22/02/2025;Mainz 05;St. Pauli;2;0;2
23;22/02/2025;Gladbach;Augsburg;0;3;-3
23;22/02/2025;Wolfsburg;Bochum;1;1;0
23;22/02/2025;Dortmund;Union Berlin;6;0;6
23;23/02/2025;RB Leipzig;Heidenheim;2;2;0
23;23/02/2025;Bayern Munich;Eint Frankfurt;4;0;4
23;23/02/2025;Hoffenheim;Stuttgart;1;1;0
24;28/02/2025;Stuttgart;Bayern Munich;1;3;-2
24;01/03/2025;RB Leipzig;Mainz 05;1;2;-1
24;01/03/2025;Heidenheim;Gladbach;0;3;-3
24;01/03/2025;Werder Bremen;Wolfsburg;1;2;-1
24;01/03/2025;St. Pauli;Dortmund;0;2;-2
24;01/03/2025;Bochum;Hoffenheim;0;1;-1
24;01/03/2025;Eint Frankfurt;Leverkusen;1;4;-3
24;02/03/2025;Union Berlin;Holstein Kiel;0;1;-1
24;02/03/2025;Augsburg;Freiburg;0;0;0
25;07/03/2025;Gladbach;Mainz 05;1;3;-2
25;08/03/2025;Wolfsburg;St. Pauli;1;1;0
25;08/03/2025;Holstein Kiel;Stuttgart;2;2;0
25;08/03/2025;Dortmund;Augsburg;0;1;-1
25;08/03/2025;Bayern Munich;Bochum;2;3;-1
25;08/03/2025;Leverkusen;Werder Bremen;0;2;-2
25;08/03/2025;Freiburg;RB Leipzig;0;0;0
25;09/03/2025;Eint Frankfurt;Union Berlin;1;2;-1
25;09/03/2025;Hoffenheim;Heidenheim;1;1;0
26;14/03/2025;St. Pauli;Hoffenheim;1;0;1
26;15/03/2025;Augsburg;Wolfsburg;1;0;1
26;15/03/2025;Werder Bremen;Gladbach;2;4;-2
26;15/03/2025;Union Berlin;Bayern Munich;1;1;0
26;15/03/2025;Mainz 05;Freiburg;2;2;0
26;15/03/2025;RB Leipzig;Dortmund;2;0;2
26;16/03/2025;Bochum;Eint Frankfurt;1;3;-2
26;16/03/2025;Heidenheim;Holstein Kiel;3;1;2
26;16/03/2025;Stuttgart;Leverkusen;3;4;-1
27;28/03/2025;Leverkusen;Bochum;3;1;2
27;29/03/2025;Bayern Munich;St. Pauli;3;2;1
27;29/03/2025;Holstein Kiel;Werder Bremen;0;3;-3
27;29/03/2025;Hoffenheim;Augsburg;1;1;0
27;29/03/2025;Wolfsburg;Heidenheim;0;1;-1
27;29/03/2025;Gladbach;RB Leipzig;1;0;1
27;29/03/2025;Eint Frankfurt;Stuttgart;1;0;1
27;30/03/2025;Freiburg;Union Berlin;1;2;-1
27;30/03/2025;Dortmund;Mainz 05;3;1;2
28;04/04/2025;Augsburg;Bayern Munich;1;3;-2
28;05/04/2025;Freiburg;Dortmund;1;4;-3
28;05/04/2025;Mainz 05;Holstein Kiel;1;1;0
28;05/04/2025;Heidenheim;Leverkusen;0;1;-1
28;05/04/2025;Bochum;Stuttgart;0;4;-4
28;05/04/2025;RB Leipzig;Hoffenheim;3;1;2
28;05/04/2025;Werder Bremen;Eint Frankfurt;2;0;2
28;06/04/2025;St. Pauli;Gladbach;1;1;0
28;06/04/2025;Union Berlin;Wolfsburg;1;0;1
29;11/04/2025;Wolfsburg;RB Leipzig;2;3;-1
29;12/04/2025;Gladbach;Freiburg;1;2;-1
29;12/04/2025;Bochum;Augsburg;1;2;-1
29;12/04/2025;Leverkusen;Union Berlin;0;0;0
29;12/04/2025;Holstein Kiel;St. Pauli;1;2;-1
29;12/04/2025;Hoffenheim;Mainz 05;2;0;2
29;12/04/2025;Bayern Munich;Dortmund;2;2;0
29;13/04/2025;Stuttgart;Werder Bremen;1;2;-1
29;13/04/2025;Eint Frankfurt;Heidenheim;3;0;3
30;19/04/2025;Heidenheim;Bayern Munich;0;4;-4
30;19/04/2025;Mainz 05;Wolfsburg;2;2;0
30;19/04/2025;RB Leipzig;Holstein Kiel;1;1;0
30;19/04/2025;Freiburg;Hoffenheim;3;2;1
30;19/04/2025;Werder Bremen;Bochum;1;0;1
30;19/04/2025;Union Berlin;Stuttgart;4;4;0
30;20/04/2025;Augsburg;Eint Frankfurt;0;0;0
30;20/04/2025;Dortmund;Gladbach;3;2;1
30;20/04/2025;St. Pauli;Leverkusen;1;1;0
31;25/04/2025;Stuttgart;Heidenheim;0;1;-1
31;26/04/2025;Wolfsburg;Freiburg;0;1;-1
31;26/04/2025;Holstein Kiel;Gladbach;4;3;1
31;26/04/2025;Leverkusen;Augsburg;2;0;2
31;26/04/2025;Bayern Munich;Mainz 05;3;0;3
31;26/04/2025;Hoffenheim;Dortmund;2;3;-1
31;26/04/2025;Eint Frankfurt;RB Leipzig;4;0;4
31;27/04/2025;Bochum;Union Berlin;1;1;0
31;27/04/2025;Werder Bremen;St. Pauli;0;0;0
32;02/05/2025;Heidenheim;Bochum;0;0;0
32;03/05/2025;Gladbach;Hoffenheim;4;4;0
32;03/05/2025;RB Leipzig;Bayern Munich;3;3;0
32;03/05/2025;St. Pauli;Stuttgart;0;1;-1
32;03/05/2025;Union Berlin;Werder Bremen;2;2;0
32;03/05/2025;Dortmund;Wolfsburg;4;0;4
32;04/05/2025;Augsburg;Holstein Kiel;1;3;-2
32;04/05/2025;Freiburg;Leverkusen;2;2;0
32;04/05/2025;Mainz 05;Eint Frankfurt;1;1;0
33;09/05/2025;Wolfsburg;Hoffenheim;2;2;0
33;10/05/2025;Bochum;Mainz 05;1;4;-3
33;10/05/2025;Union Berlin;Heidenheim;0;3;-3
33;10/05/2025;Holstein Kiel;Freiburg;1;2;-1
33;10/05/2025;Werder Bremen;RB Leipzig;0;0;0
33;10/05/2025;Bayern Munich;Gladbach;2;0;2
33;11/05/2025;Leverkusen;Dortmund;2;4;-2
33;11/05/2025;Eint Frankfurt;St. Pauli;2;2;0
33;11/05/2025;Stuttgart;Augsburg;4;0;4
