WEEK;DATE;HOME;AWAY;FTHG;FTAG;DIFF
35;05/05/2025;Genoa;Milan;1;2;-1
36;09/05/2025;Milan;Bologna;3;1;2
36;10/05/2025;Como;Cagliari;3;1;2
36;10/05/2025;Lazio;Juventus;1;1;0
36;10/05/2025;Empoli;Parma;2;1;1
36;11/05/2025;Udinese;Monza;1;2;-1
36;11/05/2025;Hellas Verona;Lecce;1;1;0
36;11/05/2025;Torino;Inter;0;2;-2
36;11/05/2025;Napoli;Genoa;2;2;0
36;12/05/2025;Venezia;Fiorentina;2;1;1
36;12/05/2025;Atalanta;Roma;2;1;1
